,text
2224,"6- 1.612 respiradores entregues nos estados e força tarefa reforma mais centenas destes aparelhos no Brasil ; @minsaude e @mctic 

7- Nota informativa com orientações para uso da hidroxicloroquina no tratamento precoce da covid-19; @minsaude"
2225,"3- Governo Americano anuncia doação de 1.000 respiradores ao Brasil; @ItamaratyGovBr 

4- Autorizada a contratação de mais de 5.158 profissionais de saúde; @MinEconomia 

5- 6.459 leitos de UTI exclusivos para covid-19 habilitados em todo Brasil; @minsaude"
2226,"- DIVULGAÇÃO DE AÇÕES DIÁRIAS DO @govbr (terceira semana de maio)

1- Mais de 200 mil brasileiros curados da covid-19; @minsaude 

2- Mais 115 milhões de medicamentos, testes e EPIs distribuídos; @DefesaGovBr e @MInfraestrutura"
2227,"- O maior alvo de fakenews e grande prejudicado nas eleições presidenciais, chama-se: Jair Bolsonaro.

- Aos fatos conhecidos por todos: 
https://t.co/lZTFkwJirR https://t.co/QDGy43tGk3"
2228,https://t.co/qV01inOcz8
2229,Fakenews https://t.co/oAQZBPED0q
2230,"14. PR lhe concedeu a medalha do mérito naval, que a mídia entendeu como uma “provocação.” Presidente da Câmara, Rodrigo Maia, voltou a atacar Weintraub, lamentando o país ter um “ministro tão desqualificado.”"
2231,"13. Na capa da Folha de S. Paulo e do O Globo o fato do ministro da Educação, Abraham Weintraub, ter ficado calado no depoimento à Polícia Federal, no prédio do MEC, sobre suas declarações contra os ministros do STF na reunião ministerial do dia 22 de abril."
2232,"12. Segundo a leitura política da mídia, o manifesto é uma reação à postura do atual PGR, Augusto Aras, que estaria favorecendo o PR, e foi escolhido fora da lista tríplice encaminhada ao Presidente da República."
2233,"11. Jornais também destacaram na suas capas o manifesto dos procuradores da República, com a assinatura de 590 de 1.150 integrantes do MPF, para a adoção da lista tríplice para a nomeação do chefe da instituição."
2234,"10. O inquérito, diz o partido, apresentava ""inquietantes indícios antidemocráticos"", mas, um ano depois, ""se converteu em um dos principais instrumentos de defesa da democracia"". Oportunismo jurídico. O ministro Edson Fachin decidirá se aceita ou não o pedido da Rede."
2235,"9. Rede desistiu da ação, que solicitava o fim do inquérito aberto para apurar ataques e ofensas ao STF. Agora, o partido não quer o final do inquérito, que serviu para o ministro-relator, Alexandre de Moraes, acusar um rol de pessoas ligadas ao PR. E que a PGR quer suspender."
2236,"8. Estadão noticia que o subprocurador, Lucas Furtado, ingressou com uma representação para que o plenário do analise se a ação do grupo de servidores é financiada, ou não, por recursos públicos. O grupo teria 23 servidores na assessoria especial do gabinete presidencial."
2237,"7. Estadão: a investigação do STF para apurar “fakenews” contra ministros da Corte pode chegar ao chamado “gabinete do ódio”, que trabalharia próximo ao PR e seria comandado por Carlos Bolsonaro. Faltando 45 dias p/ conclusão, o jornal já fala da intenção de prorrogar o inquérito"
2238,"6. A acusação é a de que a chapa usou empresas para efetuar disparos em massa de mensagens com notícias falsas contra opositores. ?
*- Estadão realça que esse seria o caminho mais próximo para retirá-los do Poder.*"
2239,"5. Estadão e O Globo publicam, o pedido do ministro Og Fernandes, do TSE, para que a chapa Bolsonaro/Mourão se manifeste, em três dias, sobre a inclusão de informações do inquérito das fakenews em dois processos da Justiça Eleitoral, que questionam a diplomação dos dois."
2240,"4. Nas primeiras páginas dos jornais, o pedido da PF para a prorrogação das investigações do inquérito, no âmbito do STF, que apura se o PR interferiu politicamente, ou não, na PF, segundo a acusação do ex-ministro Sérgio Moro. PF que ouvir oficialmente o PR sobre a denúncia."
2241,"3. A notícia-crime foi protocolada na Corte depois do parlamentar dizer, em um vídeo publicado nas redes sociais, que não se trata de uma questão de “se”, e sim “quando” haverá uma ruptura político-institucional."
2242,"2. O ministro do STF, Celso de Mello, fez um pedido de investigação contra o deputado federal Eduardo Bolsonaro, à Procuradoria Geral da República, por crime de incitação à subversão da ordem política ou social. A prática viola a Lei de Segurança Nacional."
2243,"- TUDO APONTA PARA UMA CRISE:

1. Primeiras páginas dos jornais abordaram com diferentes destaques, as decisões envolvendo a atuação do STF, da PF, do TCH e do TSE em relação ao governo Bolsonaro e seus aliados."
2244,"Hoje, entre diversos compromissos e conversas, acompanhei, junto do @JusticaGovBR e @tarcisiogdf , uma das ações da @PRFBrasil , nominada de Operação Tamoios, na BR 060, entre o DF e Goiânia. Durante a Operação, que começou no dia 28, mais de 7,7TON de maconha foram apreendidas. https://t.co/sa6LHIDsLe"
2245,@tarcisiogdf 🇧🇷🤝
2246,"- Mais um vídeo de Alexandre de Moraes e as liberdades:

. Link no YouTube: https://t.co/urQILkGQlm https://t.co/WD2kpLf1ua"
2247,"- Como muitos profissionais, Nobel de Química e as consequências das medidas de isolamento. https://t.co/u50bCOdpj0"
2248,"- Todos sabem que durante o mandato p/ o qual fui eleito, que vai até 2022, estão previstas apenas 2 vagas p/ o Supremo Tribunal Federal.

- Conforme afirmei em “live”, e com todo o respeito que tenho pelo Senhor PGR, Augusto Aras, não cogito indicar o seu nome para essas vagas."
2249,"- Live com Ives Gandra: A politização no STF e a aplicação pontual da 142.

https://t.co/lqIHJ5866w"
2250,- Estamos trabalhando para que se faça valer o direito à livre expressão em nosso país. Nenhuma violação desse princípio deve ser aceita passivamente!
2251,- A liberdade de expressão segundo o Ministro Alexandre de Moraes. https://t.co/cLBRXX1sfM
2252,"- Ver cidadãos de bem terem seus lares invadidos, por exercerem seu direito à liberdade de expressão, é um sinal que algo de muito grave está acontecendo com nossa democracia."
2253,- A partir de agora apenas inventarão.
2254,"- Globo, Folha e semelhantes decidiram não ir mais ao Alvorada para, em seguida, distorcer o que falo. Que pena! 👍"
2255,"- Sou Presidente porque a maioria do povo confiou em mim, assim como estou vivo porque Deus assim o permitiu. https://t.co/YKsOtn3jJM"
2256,- A garantia de um povo livre. https://t.co/kRXrJ7d9aC
2257,"RT @filgmartin: 1. A restrição americana à entrada de brasileiros nos EUA tem o mesmo propósito de medida análoga adotada ANTERIORMENTE pelo Brasil em relação a cidadãos de todas as origens, inclusive norte-americanos, e de medidas semelhantes tomadas por ampla gama de países no mundo todo."
2258,- Qual o limite da Globo ? https://t.co/KFbOdUfx1d
2259,https://t.co/kpuUIPuNTN
2260,- Obrigado meus amigos Policiais Civis e Militares do Rio de Janeiro. https://t.co/ksjJNRLJwZ
2261,@AmendoncaMJSP @PRFBrasil - Parabéns a todos pelo trabalho! 👍🇧🇷
2262,"RT @jairbolsonaro: Antes de chamar alguém de ditador ou autoritário, veja se ele tem a intenção de desarmar seu povo. Ninguém em sã consciência armaria a mesma população que quer controlar. Na foto, mensagem que deixamos exposta em Brasília, no início dos anos 2000. https://t.co/g4AbEYdPYd"
2263,"- ""Moderação na defesa da verdade é serviço prestado à mentira."" Seguimos lutando pelo Brasil e pelo povo brasileiro. Boa noite a todos! 👍🇧🇷"
2264,RT @gen_heleno: Nota à Nação Brasileira. https://t.co/aykS99h49K
2265,- Brasil acima de tudo! 🇧🇷
2266,Ouvindo as colocações dos mais humildes: https://t.co/hZNQKypSmw
2267,"4-O TCU autorizou contrato para Malha Paulista. R$ 6 bi em investimentos e mais de 10.000 empregos nos próximos 5 anos, mais que DOBRANDO a capacidade da ferrovia. O Brasil iniciará mais um capítulo para a maior revolução sob trilhos de sua história recente. @MInfraestrutura https://t.co/9ABS9AQ3Tj"
2268,"3- 1.218 municípios já contam com o reforço de mais 3.314 médicos no atendimento a pacientes com Covid-19. O aumento no número de profissionais é resultado de duas primeiras chamadas do Edital nº 5/20, lançado emergencialmente como medida de enfrentamento à pandemia. @minsaude"
2269,"2.3- Nesse contexto, foi desencadeada ação de conscientização ambiental com a distribuição de revista do Exército, cujo tema “Nosso Meio Ambiente” contribui para um maior esclarecimento e mudança de postura da população em relação aos ilícitos ambientais. @DefesaGovBr"
2270,"2.2- Em apenas quatro dias de operação no MS, tropas do @exercitooficial apreenderam 206 kg de pasta-base de cocaína e cerca de 405, 7 m³ de madeira. Juntos, os produtos somam mais de R$ 100 milhões. Os números são relativos às ações de 15 a 18 de maio, na região norte do estado. https://t.co/clItZBPBZE"
2271,"2.1- O @govbr ,em 11/05 desencadeou a Operação Verde Brasil 2 que compreende RO, AC e o sul de AM. Até agora, R$ 4.031.041,72 de multas, embargados 825,84 hectares e aplicados 20 autos de infração, 2.271,89 m³ de madeira apreendida, correspondente a R$ 1.135.948,05. https://t.co/IMIfEpiI0u"
2272,"1- MAIOR APREENSÃO DA HISTÓRIA DO BRASIL: @policiafederal e @PRFBrasil fazem a maior apreensão de drogas chegando perto de 30 toneladas de maconha em Tacuru/MS. Já em Maravilha/SC, foram apreendidas cerca de 2 toneladas de maconha. @JusticaGovBR @AmendoncaMJSP https://t.co/pmNmRyJ86M"
2273,"3. Pesquisas para testes de diagnósticos focando em equipamentos e insumos nacionais para exames em massa. @Astro_Pontes

4. Estas estratégias visam econonomia e valorizacão do mercado nacional. @tvbrasilgov

. Link no youtube: https://t.co/H4NVgLY4fS"
2274,"- @govbr libera recursos ao @mctic para cerca de 100 projetos:

1. Internet ( interligando 16.000 unidades básicas de saúde de todo país, também as de localidades mais isoladas);

2. Testes em andamento de medicamento no combate ao covid-19 e outras epidemias; https://t.co/gckMhtHxXx"
2275,@Astro_Pontes @minsaude @MinEconomia @mctic @abdi_digital @govbr @secomvc 🇧🇷🇧🇷
2276,"- Ainda não existe comprovação científica, mas sendo monitorada e usada no Brasil e no mundo. Contudo, estamos em Guerra: “Pior do que ser derrotado é a vergonha de não ter lutado.”

- Deus abençoe o nosso Brasil. https://t.co/E0cu23id8g"
2277,"O @minsaude divulga orientações para tratamento da Covid-19, onde a Cloroquina pode ser ministrada em casos leves, com recomendação médica e autorização do próprio paciente/família."
2278,- Mais informações diárias: https://t.co/v9ZiDGJXZc
2279,"11- Mais de 800 serviços gratuitos ou liberados estão acessíveis na plataforma 
Todos por Todos, no portal do Governo Federal. @MinEconomia"
2280,"9- Esta semana, foram repatriados 147 brasileiros do México, sendo 82 estudantes 
intercambistas. Já foram repatriados 22.318 brasileiros. @ItamaratyGovBr

10- Até 16 de maio, 89.672 mil pessoas já se recuperaram da Covid-19. @minsaude"
2281,"8- Até hoje, o Governo Federal preservou mais de 7,5 milhões de empregos com 
o Programa Emergencial de Manutenção de Emprego e da Renda."
2282,"7- O Governo Federal destaca a Iniciativa + Manutenção de Respiradores, rede 
voluntária formada pelo SENAI e por grandes indústrias. Saiba onde estão os 
39 pontos que recebem esses equipamentos para conserto no site do Portal da 
Indústria."
2283,"6- O Governo Federal apoia iniciativas para ampliar a produção nacional de 
respiradores. Até hoje, 12 empresas passaram a fabricar ventiladores 
pulmonares no País, 4 delas com produção 100% nacional."
2284,"4- Desde o começo da pandemia, o Governo Federal já distribuiu 101,8 milhões 
de medicamentos, testes e EPIs para estados e municípios.

5- O @govbr já habilitou 3,8 mil leitos de UTI para tratamento exclusivo 
de pacientes com a Covid-19."
2285,"2- Chegaram mais 30 toneladas de EPIs adquiridos pelo Governo Federal. 
São mais 6,5 milhões de máscaras cirúrgicas de 3 camadas.

3- Ao todo, o Governo Federal comprou 240 milhões de máscaras de diversos tipos com 
investimento de R$ 694,3 milhões. @minsaude"
2286,"DESDE O INÍCIO, MAIS E MAIS AÇÕES DO @govbr DIVULGADAS DIARIAMENTE NAS REDES SOCIAIS: CENTRO DE OPERAÇÕES DO COMITÉ DE CRISE DA COVID-19 E DESTAQUES MINISTERIAIS:

1- Iniciado pagamento da 2a parcela do Auxílio de R$600 nesta segunda-feira (18). Mais informações @MinCidadania"
2287,@MinEconomia https://t.co/HDft39ukL1
2288,@exercitooficial 🇧🇷
2289,"@MaceloCr7 Forte abraço, Marcelo!"
2290,"Regina Duarte relatou que sente falta de sua família, mas para que ela possa continuar contribuindo com o Governo e a Cultura Brasileira assumirá, em alguns dias, a Cinemateca em SP. Nos próximos dias, durante a transição, será mostrado o trabalho já realizado nos últimos 60 dias https://t.co/79CyrQY1uI"
2291,"- Alvorada 20/05/2020 (8:30AM)

. Link no youtube: https://t.co/SexzcDMqYY"
2292,https://t.co/AUFXtFpuiv
2293,"- Dias difíceis. Lamentamos os que nos deixaram.
- Hoje teremos novo protocolo sobre a Cloroquina pelo @minsaude . 
- Uma esperança, como relatado por muitos que a usaram.
- Que Deus abençoe o nosso Brasil. https://t.co/27VAHEBp0z"
2294,RT @conexaopolitica: Colunista da Folha diz que “chegou a hora de regular as mídias sociais” https://t.co/8h2O65Wfgj
2295,"5- Nova lista de redução tarifária inclui mais de 80 medicamentos considerados essenciais pelos municípios brasileiros no enfrentamento do covid-19. No total, são 509 produtos com imposto de importação zerados. @MinEconomia . Detalhes:  https://t.co/IH8nKWu8fU"
2296,4- Governo Federal entrega mais 464 novas moradias populares em SP e MG. Cerca de 2 mil pessoas com baixa renda nos municípios de São Paulo (SP) e Conquista (MG) estão recebendo seus imóveis. @mdregional_br
2297,"3- O @MinCidadania disponibilizou curso de capacitação online para equipes que aderiram recentemente ao Programa Criança Feliz. A ampliação do Projeto premiado mundialmente leva noções de saúde e educação às casas dos mais humildes. 31 novos municípios, sendo 2.927 no Brasil."
2298,"2- O @JusticaGovBR @AmendoncaMJSP divulga resultados iniciais de operações da @policiafederal e @PRFBrasil no combate a exploração sexual. Mapeados 116 pontos em 9 estados e DF, resgate de crianças, mandados de busca e apreensão e criminosos presos em AP e MG."
2299,"1.2. O programa reúne comandos conjuntos dos estados de RO, PA e MT: 3.815 militares, 440 agentes, 110 viaturas, 20 embarcações e 12 aeronaves integram as ações.  @DefesaGovBr"
